Unnamed: 0	Dataset_Ids	TF_name	Peak_start	Peak_end	Peak_center	Peak_number	Max_Fold_Enrichment	Max_Norm_Fold_Enrichment	Proximal_genes	Center_position_type
4348	sfsB inducible 1,sfsB inducible 2	sfsB	12448.0	12730.0	12576.0	143	28.58	0.071244	dnaJ-insL-1,dnaK-dnaJ	genic
4349	sfsB inducible 1,sfsB inducible 2	sfsB	255359.0	255652.0	255514.0	144	28.26	0.074154	pepD,ykfJ-prfH	genic
4350	sfsB inducible 1,sfsB inducible 2	sfsB	3334646.0	3335026.0	3334834.0	145	28.05	0.078786	ispB,sfsB	intergenic
4351	sfsB inducible 1,sfsB inducible 2	sfsB	2654949.0	2655252.0	2655088.0	146	27.89	0.07984	pepB,sseB	genic
4352	sfsB inducible 1,sfsB inducible 2	sfsB	799683.0	799912.0	799790.0	147	27.67	0.06757	pgl,ybhD	genic
4353	sfsB inducible 1,sfsB inducible 2	sfsB	307688.0	307921.0	307808.0	148	27.66	0.067524	ecpE-ecpD-ecpC-ecpB,ykgJ	genic
4354	sfsB inducible 1,sfsB inducible 2	sfsB	970403.0	970609.0	970516.0	149	27.0	0.065923	msbA-lpxK-ycaQ-ycaR,ycaR-kdsB	genic
4355	sfsB inducible 1,sfsB inducible 2	sfsB	1949403.0	1949656.0	1949533.0	150	26.72	0.065235	ruvC-yebC-nudB	genic
4356	sfsB inducible 1,sfsB inducible 2	sfsB	2454662.0	2454899.0	2454796.0	151	26.61	0.064965	smrB,yfcO-yfcP-yfcQ-yfcR-yfcS-yfcU	genic
4357	sfsB inducible 1,sfsB inducible 2	sfsB	857406.0	857668.0	857545.0	152	26.52	0.064739	ybiT,ybiU	genic
4358	sfsB inducible 1,sfsB inducible 2	sfsB	1946371.0	1946540.0	1946464.0	153	26.35	0.064344	ruvC,yobI	genic
4359	sfsB inducible 1,sfsB inducible 2	sfsB	480144.0	480504.0	480278.0	154	26.08	0.068989	maa,maa-hha	genic
4360	sfsB inducible 1,sfsB inducible 2	sfsB	2452192.0	2452505.0	2452354.0	155	26.05	0.073136	smrB,yfcO-yfcP-yfcQ-yfcR-yfcS-yfcU	intergenic
4361	sfsB inducible 1,sfsB inducible 2	sfsB	364867.0	365122.0	364990.0	156	25.76	0.062901	lacA-lacY,lacA-lacY-lacZ	genic
4362	sfsB inducible 1,sfsB inducible 2	sfsB	2039593.0	2039891.0	2039738.0	157	25.58	0.074785	yedY-yedZ,zinT	genic
4363	sfsB inducible 1,sfsB inducible 2	sfsB	4384588.0	4384783.0	4384668.0	158	25.51	0.062281	yjeM,yjeN-yjeO	genic
4364	sfsB inducible 1,sfsB inducible 2	sfsB	719695.0	719967.0	719846.0	159	25.37	0.061942	ybfH,ybfK	genic
4365	sfsB inducible 1,sfsB inducible 2	sfsB	3452461.0	3452715.0	3452602.0	160	25.23	0.061604	rplV-rpsS-rplB-rplW-rplD,rpmC-rplP-rpsC-rplV-rpsS-rplB-rplW-rplD	genic
4366	sfsB inducible 1,sfsB inducible 2	sfsB	4379452.0	4379709.0	4379564.0	161	24.83	0.060634	ampC,frdD-frdC-frdB-frdA	genic
4367	sfsB inducible 1,sfsB inducible 2	sfsB	4534818.0	4535036.0	4534932.0	162	24.8	0.060555	yjhR,yjhZ	intergenic
4368	sfsB inducible 1,sfsB inducible 2	sfsB	1120838.0	1121099.0	1120988.0	163	24.42	0.060114	bssS,yceJ-yceO-solA	intergenic
4369	sfsB inducible 1,sfsB inducible 2	sfsB	2493775.0	2493996.0	2493900.0	164	24.23	0.059168	frc,yfdE-yfdV-oxc-frc-yfdX	genic
4370	sfsB inducible 1,sfsB inducible 2	sfsB	1574168.0	1574394.0	1574285.0	165	23.97	0.058514	gadC-gadB,pqqL	genic
4371	sfsB inducible 1,sfsB inducible 2	sfsB	215760.0	215974.0	215870.0	166	23.86	0.058255	nlpE,yaeF	genic
4372	sfsB inducible 1,sfsB inducible 2	sfsB	417825.0	418121.0	418007.0	167	23.31	0.063121	brnQ-proY,phoB-phoR	genic
4373	sfsB inducible 1,sfsB inducible 2	sfsB	1007026.0	1007251.0	1007141.0	168	23.19	0.056609	ycbX,zapC	genic
4374	sfsB inducible 1,sfsB inducible 2	sfsB	566468.0	566686.0	566576.0	169	22.61	0.055199	exoD,renD	intergenic
4375	sfsB inducible 1,sfsB inducible 2	sfsB	3780674.0	3780842.0	3780754.0	170	22.39	0.054669	lldP-lldR-lldD,trmL	genic
4376	sfsB inducible 1,sfsB inducible 2	sfsB	3902409.0	3902767.0	3902546.0	171	22.33	0.058719	bglB-bglF-bglG,yieK-yieL-bglH	genic
4377	sfsB inducible 1,sfsB inducible 2	sfsB	3185026.0	3185295.0	3185192.0	172	22.32	0.0545	ygiL,yqiC	intergenic
4378	sfsB inducible 1,sfsB inducible 2	sfsB	1913214.0	1913455.0	1913333.0	173	22.12	0.054004	htpX,prc-proQ	genic
4379	sfsB inducible 1,sfsB inducible 2	sfsB	1467063.0	1467319.0	1467198.0	174	21.92	0.053508	insD-2-insC-2-insCD2,ydbA	genic
4380	sfsB inducible 1,sfsB inducible 2	sfsB	2485646.0	2485878.0	2485752.0	175	21.85	0.05335	evgL,yfdE	genic
4381	sfsB inducible 1,sfsB inducible 2	sfsB	2635429.0	2635720.0	2635591.0	176	21.79	0.060611	xseA,yfgJ	genic
4382	sfsB inducible 1,sfsB inducible 2	sfsB	4546552.0	4546792.0	4546666.0	177	21.62	0.052797	fimA-fimI-fimC,gntP	genic
4383	sfsB inducible 1,sfsB inducible 2	sfsB	3873085.0	3873296.0	3873196.0	178	21.34	0.052109	cbrA,dgoT-dgoK-dgoA-dgoD-dgoR	genic
4384	sfsB inducible 1,sfsB inducible 2	sfsB	3905788.0	3905998.0	3905876.0	179	21.34	0.052098	bglB-bglF-bglG,yieK-yieL-bglH	genic
4385	sfsB inducible 1,sfsB inducible 2	sfsB	3903089.0	3903438.0	3903322.0	180	21.3	0.053251	bglB-bglF-bglG,yieK-yieL-bglH	genic
4386	sfsB inducible 1,sfsB inducible 2	sfsB	561432.0	561671.0	561538.0	181	21.2	0.051771	sfmC-sfmD,sfmH-sfmF	genic
4387	sfsB inducible 1,sfsB inducible 2	sfsB	1483258.0	1483650.0	1483384.0	182	21.09	0.059095	hrpA,ydcF-aldA	genic
4388	sfsB inducible 1,sfsB inducible 2	sfsB	4069229.0	4069672.0	4069558.0	183	21.04	0.051376	yihQ,yihR	genic
4389	sfsB inducible 1,sfsB inducible 2	sfsB	4586792.0	4586983.0	4586878.0	184	20.91	0.051061	hsdR	intergenic
4390	sfsB inducible 1,sfsB inducible 2	sfsB	2346465.0	2346701.0	2346573.0	185	20.84	0.05153	nrdA-nrdB-yfaE,nrdB-yfaE	genic
4391	sfsB inducible 1,sfsB inducible 2	sfsB	4329034.0	4329268.0	4329142.0	186	20.8	0.050779	crfC-yjcZ,proP-pmrR	genic
4392	sfsB inducible 1,sfsB inducible 2	sfsB	1340113.0	1340391.0	1340263.0	187	20.78	0.065655	pyrF-yciH,yciS-yciM	genic
4393	sfsB inducible 1,sfsB inducible 2	sfsB	4541937.0	4542157.0	4542040.0	188	20.54	0.050158	fimA-fimI-fimC-fimD-fimF-fimG-fimH,fimE	genic
4394	sfsB inducible 1,sfsB inducible 2	sfsB	1640411.0	1640619.0	1640506.0	189	20.39	0.049775	rzoQ,rzpQ-rrrQ-ydfR-essQ	genic
4395	sfsB inducible 1,sfsB inducible 2	sfsB	1325711.0	1325898.0	1325816.0	190	20.38	0.049764	rluB,yciO	genic
4396	sfsB inducible 1,sfsB inducible 2	sfsB	3929070.0	3929289.0	3929180.0	191	20.37	0.049741	asnA,kup	genic
4397	sfsB inducible 1,sfsB inducible 2	sfsB	3246360.0	3246601.0	3246520.0	192	20.34	0.049674	exuR,exuT	genic
4398	sfsB inducible 1,sfsB inducible 2	sfsB	3002785.0	3002962.0	3002874.0	193	20.23	0.049392	xdhA-xdhB-xdhC,ygeV	genic
4399	sfsB inducible 1,sfsB inducible 2	sfsB	2679087.0	2679405.0	2679191.0	194	19.91	0.048613	yphB-yphC,yphD-yphE-yphF	genic
4400	sfsB inducible 1,sfsB inducible 2	sfsB	898913.0	899092.0	898992.0	195	19.84	0.048433	artJ,ybjO-rlmC	genic
4401	sfsB inducible 1,sfsB inducible 2	sfsB	760506.0	760723.0	760625.0	196	19.73	0.048174	sucA-sucB-sucC-sucD,sucB-sucC-sucD	genic
4402	sfsB inducible 1,sfsB inducible 2	sfsB	1082117.0	1082355.0	1082237.0	197	19.72	0.056573	efeO-efeB,efeU	intergenic
4403	sfsB inducible 1,sfsB inducible 2	sfsB	2952689.0	2952963.0	2952775.0	198	19.7	0.048095	argA,recB	genic
4404	sfsB inducible 1,sfsB inducible 2	sfsB	232218.0	232452.0	232323.0	199	19.69	0.048083	mltD,yafD	genic
4405	sfsB inducible 1,sfsB inducible 2	sfsB	4050952.0	4051145.0	4051038.0	200	19.62	0.047892	csrC,yihI-hemN	genic
4406	sfsB inducible 1,sfsB inducible 2	sfsB	3289289.0	3289482.0	3289386.0	201	19.6	0.047847	lpoA-yraN-diaA,yraI-yraJ-yraK	genic
4407	sfsB inducible 1,sfsB inducible 2	sfsB	2882175.0	2882466.0	2882324.0	202	19.56	0.055506	ygbF-ygbT-casE-casD,ygbF-ygbT-casE-casD-casC-casB-casA	genic
4408	sfsB inducible 1,sfsB inducible 2	sfsB	431203.0	431403.0	431317.0	203	19.53	0.047678	tsx,yajD	genic
4409	sfsB inducible 1,sfsB inducible 2	sfsB	3283014.0	3283259.0	3283137.0	204	19.48	0.050147	agaS-kbaY-agaB-agaC-agaD-agaI,yraH	intergenic
4410	sfsB inducible 1,sfsB inducible 2	sfsB	1267634.0	1267873.0	1267754.0	205	19.33	0.057107	kdsA,ychA-kdsA-rdlA	genic
4411	sfsB inducible 1,sfsB inducible 2	sfsB	1254331.0	1254587.0	1254487.0	206	19.31	0.047148	dhaR,ycgV	genic
4412	sfsB inducible 1,sfsB inducible 2	sfsB	1271229.0	1271437.0	1271338.0	207	19.23	0.046945	chaA,rdlC	genic
4413	sfsB inducible 1,sfsB inducible 2	sfsB	2506553.0	2506794.0	2506671.0	208	19.17	0.053809	fryA-ypdE-ypdF-fryC-fryB,ypdB-ypdC	genic
4414	sfsB inducible 1,sfsB inducible 2	sfsB	4410695.0	4410927.0	4410797.0	209	19.09	0.046606	yjfI-yjfJ,yjfK-yjfL-yjfM-yjfC	genic
4415	sfsB inducible 1,sfsB inducible 2	sfsB	1221269.0	1221537.0	1221372.0	210	19.02	0.046437	ycgH,ymgD-ymgG	genic
4416	sfsB inducible 1,sfsB inducible 2	sfsB	1986455.0	1986637.0	1986559.0	211	18.91	0.046178	araG-araF-araH,ftnB	intergenic
4417	sfsB inducible 1,sfsB inducible 2	sfsB	3188770.0	3189007.0	3188899.0	212	18.89	0.04611	glgS,insC-5-insD-5-yqiH-yqiI-insCD5	genic
4418	sfsB inducible 1,sfsB inducible 2	sfsB	1572556.0	1572776.0	1572674.0	213	18.58	0.045355	gadC-gadB,pqqL	genic
4419	sfsB inducible 1,sfsB inducible 2	sfsB	541693.0	541932.0	541816.0	214	18.48	0.050026	glxK,ybbY-glxK	genic
4420	sfsB inducible 1,sfsB inducible 2	sfsB	164716.0	164918.0	164811.0	215	17.94	0.04381	fhuA-fhuC-fhuD,mrcB	genic
4421	sfsB inducible 1,sfsB inducible 2	sfsB	1069506.0	1069752.0	1069631.0	216	17.94	0.048838	rutG-rutF-rutE-rutD-rutC-rutB-rutA,ymdF	genic
4422	sfsB inducible 1,sfsB inducible 2	sfsB	2860032.0	2860256.0	2860152.0	217	17.83	0.043528	pphB,ygbI	genic
4423	sfsB inducible 1,sfsB inducible 2	sfsB	559990.0	560226.0	560093.0	218	17.81	0.051287	sfmC-sfmD,sfmH-sfmF	genic
4424	sfsB inducible 1,sfsB inducible 2	sfsB	962498.0	962702.0	962592.0	219	17.81	0.043483	ihfB,rpsA-ihfB	genic
4425	sfsB inducible 1,sfsB inducible 2	sfsB	2926695.0	2926890.0	2926785.0	220	17.46	0.042626	sdaC-sdaB-ygdG,ygdH	genic
4426	sfsB inducible 1,sfsB inducible 2	sfsB	3732105.0	3732286.0	3732193.0	221	17.21	0.042017	xylF-xylG-xylH-xylR,xylR	intergenic
4427	sfsB inducible 1,sfsB inducible 2	sfsB	2578265.0	2578512.0	2578393.0	222	17.03	0.049396	maeB	intergenic
4428	sfsB inducible 1,sfsB inducible 2	sfsB	1689642.0	1689881.0	1689748.0	223	16.98	0.043685	manA,ydgA	genic
4429	sfsB inducible 1,sfsB inducible 2	sfsB	586533.0	586862.0	586718.0	224	16.89	0.050014	ompT,ompT-envY	genic
4430	sfsB inducible 1,sfsB inducible 2	sfsB	454255.0	454662.0	454401.0	225	16.61	0.047832	bolA	intergenic
4431	sfsB inducible 1,sfsB inducible 2	sfsB	3181000.0	3181172.0	3181084.0	226	16.59	0.040506	ygiB-ygiC,zupT	genic
4432	sfsB inducible 1,sfsB inducible 2	sfsB	1041967.0	1042171.0	1042070.0	227	16.54	0.041345	appA,etk-etp-gfcE	genic
4433	sfsB inducible 1,sfsB inducible 2	sfsB	3791296.0	3791481.0	3791386.0	228	16.41	0.040066	waaH,waaH-tdh-kbl	genic
4434	sfsB inducible 1,sfsB inducible 2	sfsB	4617092.0	4617325.0	4617223.0	229	16.39	0.044182	deoC-deoA-deoB-deoD,yjjW-yjjI	intergenic
4435	sfsB inducible 1,sfsB inducible 2	sfsB	2412901.0	2413115.0	2413000.0	230	16.23	0.039637	yfbS-yfbT-yfbU,yfbV	genic
4436	sfsB inducible 1,sfsB inducible 2	sfsB	3768986.0	3769218.0	3769095.0	231	15.94	0.038927	yibS,yibV	intergenic
4437	sfsB inducible 1,sfsB inducible 2	sfsB	1502153.0	1502388.0	1502288.0	232	15.89	0.049408	tehA-tehB,ydcL-insQ	intergenic
4438	sfsB inducible 1,sfsB inducible 2	sfsB	3044936.0	3045166.0	3045064.0	233	15.86	0.0428	bglA,ygfF	genic
4439	sfsB inducible 1,sfsB inducible 2	sfsB	4641408.0	4641604.0	4641536.0	234	15.86	0.038713	yjtD	genic
4440	sfsB inducible 1,sfsB inducible 2	sfsB	1162865.0	1163074.0	1162975.0	235	15.84	0.038679	hinT-ycfL-lpoB-thiK-nagZ-ycfP,nagZ-ycfP	genic
4441	sfsB inducible 1,sfsB inducible 2	sfsB	3951433.0	3951592.0	3951513.0	236	15.79	0.038555	ilvE-ilvD,ilvL-ilvM-ilvE-ilvD-ilvA-ilvG-ilvX	genic
4442	sfsB inducible 1,sfsB inducible 2	sfsB	3657939.0	3658393.0	3658246.0	237	15.77	0.047177	gadE-gadF,gadE-mdtE-mdtF-gadF	intergenic
4443	sfsB inducible 1,sfsB inducible 2	sfsB	3389383.0	3389632.0	3389526.0	238	15.65	0.038205	aaeR,tldD	genic
4444	sfsB inducible 1,sfsB inducible 2	sfsB	3768546.0	3768771.0	3768639.0	239	15.4	0.040254	yibG,yibS	genic
4445	sfsB inducible 1,sfsB inducible 2	sfsB	1760810.0	1760989.0	1760912.0	240	15.16	0.037021	ldtE,sufE-sufS-sufD-sufC-sufB-sufA	genic
4446	sfsB inducible 1,sfsB inducible 2	sfsB	2255651.0	2255859.0	2255783.0	241	15.16	0.03701	psuT,yeiL	genic
4447	sfsB inducible 1,sfsB inducible 2	sfsB	11594.0	11779.0	11689.0	242	14.63	0.035713	yaaI,yaaW	genic
4448	sfsB inducible 1,sfsB inducible 2	sfsB	3888686.0	3888858.0	3888771.0	243	14.2	0.034664	tnaB,tnaC	genic
4449	sfsB inducible 1,sfsB inducible 2	sfsB	49856.0	50068.0	49933.0	244	14.09	0.034405	apaH-apaG,folA	genic
4450	sfsB inducible 1,sfsB inducible 2	sfsB	1319289.0	1319445.0	1319373.0	245	14.07	0.034349	trpA-trpB-trpC,yciE-yciF-yciG	genic
4451	sfsB inducible 1,sfsB inducible 2	sfsB	3454486.0	3454719.0	3454595.0	246	13.76	0.033604	gspC-gspD-gspE-gspF-gspG-gspH-gspI-gspJ-gspK-gspL-gspM-gspO,rplV-rpsS-rplB-rplW-rplD-rplC-rpsJ	genic
4452	sfsB inducible 1,sfsB inducible 2	sfsB	4476218.0	4476505.0	4476369.0	247	13.69	0.042218	argI,yjgL	genic
4453	sfsB inducible 1,sfsB inducible 2	sfsB	2787372.0	2787663.0	2787478.0	248	13.48	0.042606	csiD-lhgO-gabD-gabT-gabP,ygaQ	genic
4454	sfsB inducible 1,sfsB inducible 2	sfsB	2103401.0	2103679.0	2103531.0	249	13.33	0.042109	wbbK-wbbJ-wbbI,wbbL	genic
4455	sfsB inducible 1,sfsB inducible 2	sfsB	2110035.0	2110292.0	2110209.0	250	13.3	0.032477	wbbH-glf,wzxB-rfbC-rfbA	genic
4456	sfsB inducible 1,sfsB inducible 2	sfsB	391432.0	391709.0	391602.0	251	12.85	0.039587	yaiT,ytiB	genic
4457	sfsB inducible 1,sfsB inducible 2	sfsB	4180417.0	4180655.0	4180515.0	252	12.6	0.034616	rplL	intergenic
4458	sfsB inducible 1,sfsB inducible 2	sfsB	2675732.0	2676008.0	2675829.0	253	12.55	0.034591	yphB-yphC,yphD-yphE-yphF	genic
4459	sfsB inducible 1,sfsB inducible 2	sfsB	2495476.0	2495660.0	2495570.0	254	11.87	0.028992	lpxP,yfdY	intergenic
4460	sfsB inducible 1,sfsB inducible 2	sfsB	2470628.0	2470898.0	2470787.0	255	11.85	0.03384	ryeG,yfdK-yfdL-yfdM-yfdN-oweS	intergenic
4461	sfsB inducible 1,sfsB inducible 2	sfsB	657849.0	658042.0	657937.0	256	10.53	0.030275	cspE,flc	genic
4462	sfsB inducible 1,sfsB inducible 2	sfsB	4265635.0	4265848.0	4265752.0	257	10.14	0.032045	alr,tyrB	intergenic
4463	sfsB inducible 1,sfsB inducible 2	sfsB	4361163.0	4361452.0	4361328.0	258	9.0	0.026395	cadA-cadB,cadC	genic
4464	sgcR inducible 1,sgcR inducible 2	sgcR	4531434.0	4531982.0	4531689.0	1	45.39	1.0	sgcR-sgcE-sgcA-sgcQ-sgcC-sgcX-sgcB,yjhP	intergenic
4465	sgrR inducible 2	sgrR	77198.0	77442.0	77320.0	1	112.897	1.0	thiQ-thiP-thiB,thiQ-thiP-thiB-sgrR-sroA	intergenic
4466	sgrR inducible 1,sgrR inducible 2	sgrR	2498263.0	2498737.0	2498571.0	2	11.55	1.0	alaC,ypdA-ypdB-ypdC	intergenic
4467	sgrR inducible 1,sgrR inducible 2	sgrR	4228402.0	4228677.0	4228545.0	3	7.89	0.715789	pepE,yjbB	genic
4468	srlR inducible 1,srlR inducible 2	srlR	2825458.0	2826022.0	2825746.0	1	57.23	1.0	recA-pncC-mltB,srlA-srlE-srlB-srlD-gutM-srlR	intergenic
4469	srlR inducible 1,srlR inducible 2	srlR	2828864.0	2829110.0	2828991.0	2	8.41	0.146969	norR,srlR-srlQ	intergenic
4470	stpA native 1,stpA native 2	stpA	3751592.0	3752212.0	3751786.0	1	28.75	1.0	yiaK-yiaL-yiaM-yiaN-yiaO-lyxK-sgbH-sgbU-sgbE,yiaT	genic
4471	stpA native 1,stpA native 2	stpA	2899193.0	2899883.0	2899593.0	2	26.7	0.960182	ygcU,ygcW	genic
4472	stpA native 1,stpA native 2	stpA	3768977.0	3769962.0	3769431.0	3	24.37	0.847927	yibH-yibI,yibV	genic
4473	stpA native 1,stpA native 2	stpA	3192289.0	3193068.0	3192956.0	4	23.55	0.846839	ibsD,yqiJ-yqiK	genic
4474	stpA native 1,stpA native 2	stpA	336203.0	336802.0	336446.0	5	23.15	0.832344	yahE,yahH	genic
4475	stpA native 1,stpA native 2	stpA	1315764.0	1316423.0	1316001.0	6	22.14	0.796193	yciE,yciE-yciF-yciG	genic
4476	stpA native 1,stpA native 2	stpA	3799415.0	3800817.0	3799688.0	7	22.11	0.769193	waaU-waaZ,yibY	genic
4477	stpA native 1,stpA native 2	stpA	3801354.0	3804268.0	3802225.0	8	21.48	0.772267	waaU-waaZ-waaY-waaR-waaO-waaB-waaS-waaP-waaG-waaQ,waaZ-waaY	genic
4478	stpA native 1,stpA native 2	stpA	4311824.0	4312360.0	4312093.0	9	21.44	0.771044	alsA-alsB-rpiR,alsE-alsC-alsA-alsB	intergenic
4479	stpA native 1,stpA native 2	stpA	2128506.0	2129360.0	2128821.0	10	21.4	0.769647	wcaM-wcaL-wcaK,wzxC-wcaJ-cpsG-cpsB-wcaI-wcaH-wcaG-gmd-wcaF-wcaE-wcaD-wcaC	genic
4480	stpA native 1,stpA native 2	stpA	3634214.0	3635958.0	3634951.0	11	20.91	0.752008	yhiM,yhiN	genic
4481	stpA native 1,stpA native 2	stpA	4306263.0	4306942.0	4306532.0	12	20.84	0.749389	yjcS,ytcA	genic
4482	stpA native 1,stpA native 2	stpA	2190464.0	2192437.0	2191187.0	13	20.55	0.739085	rcnB,yehA-yehB-yehC-yehD	genic
4483	stpA native 1,stpA native 2	stpA	3631277.0	3633177.0	3631959.0	14	20.25	0.728257	rbbA-yhiI,yhiJ	genic
4484	stpA native 1,stpA native 2	stpA	2933605.0	2934853.0	2934655.0	15	20.2	0.726336	fucI,fucP-fucI-fucK-fucU-fucR	genic
4485	stpA native 1,stpA native 2	stpA	1775286.0	1775899.0	1775648.0	16	19.77	0.710793	ydiF-ydiO,ydiP	genic
4486	stpA native 1,stpA native 2	stpA	1544544.0	1544869.0	1544647.0	17	18.73	0.651705	narU,yddJ-yddK-yddL	genic
4487	stpA native 1,stpA native 2	stpA	4304117.0	4304781.0	4304340.0	18	18.63	0.670101	mdtP-mdtO-mdtN,ytcA	genic
4488	stpA native 1,stpA native 2	stpA	873581.0	874103.0	873922.0	19	18.55	0.666958	rimO,yliE-yliF	genic
4489	stpA native 1,stpA native 2	stpA	737405.0	738411.0	737817.0	20	18.35	0.638214	ybfD,ybfL	genic
4490	stpA native 1,stpA native 2	stpA	4221648.0	4222558.0	4221852.0	21	18.04	0.64862	aceK,arpA	genic
4491	stpA native 1,stpA native 2	stpA	4220360.0	4221546.0	4220798.0	22	17.92	0.623498	aceK,arpA	genic
4492	stpA native 1,stpA native 2	stpA	4078744.0	4079519.0	4079003.0	23	17.82	0.620064	dtd-yiiD,yiiE	intergenic
4493	stpA native 1,stpA native 2	stpA	3789121.0	3789644.0	3789263.0	24	17.64	0.634474	envC-yibQ,waaH	genic
4494	stpA native 1,stpA native 2	stpA	4310534.0	4311174.0	4310924.0	25	17.6	0.612215	alsE-alsC-alsA-alsB,alsK	genic
4495	stpA native 1,stpA native 2	stpA	4359722.0	4360138.0	4359980.0	26	17.58	0.611479	cadA,cadA-cadB	genic
4496	stpA native 1,stpA native 2	stpA	3743865.0	3744601.0	3744176.0	27	17.51	0.609272	yiaK-yiaL-yiaM-yiaN-yiaO-lyxK-sgbH-sgbU-sgbE,yiaT	genic
4497	stpA native 1,stpA native 2	stpA	3745695.0	3746291.0	3745974.0	28	17.46	0.607555	yiaK-yiaL-yiaM-yiaN-yiaO-lyxK-sgbH-sgbU-sgbE,yiaT	genic
4498	stpA native 1,stpA native 2	stpA	751845.0	752321.0	752113.0	29	17.38	0.625044	abrB,ybgO-ybgP-ybgQ	genic
4499	stpA native 1,stpA native 2	stpA	313980.0	315081.0	314274.0	30	17.25	0.600196	eaeH-insE-1-insF-1-insEF1,ykgP	intergenic
4500	stpA native 1,stpA native 2	stpA	4360337.0	4361032.0	4360534.0	31	17.07	0.611946	cadA-cadB,cadC	genic
4501	stpA native 1,stpA native 2	stpA	3657037.0	3657557.0	3657263.0	32	17.02	0.61212	gadE-gadF,hdeD	genic
4502	stpA native 1,stpA native 2	stpA	3721868.0	3722458.0	3722358.0	33	16.94	0.609326	glyS-glyQ,insK	genic
4503	stpA native 1,stpA native 2	stpA	538540.0	539252.0	538799.0	34	16.93	0.588913	allB,gcl-hyi-glxR-ybbW-allB-ybbY-glxK	genic
4504	stpA native 1,stpA native 2	stpA	2033520.0	2034213.0	2033747.0	35	16.82	0.585234	rseX,yedS	genic
4505	stpA native 1,stpA native 2	stpA	3766201.0	3767085.0	3766668.0	36	16.73	0.582046	rhsJ,yibA	genic
4506	stpA native 1,stpA native 2	stpA	1382800.0	1383669.0	1383303.0	37	16.7	0.585575	ompG,ycjX	genic
4507	stpA native 1,stpA native 2	stpA	2804389.0	2805055.0	2804681.0	38	16.65	0.598847	proV-proW-proX	intergenic
4508	stpA native 1,stpA native 2	stpA	4358119.0	4358575.0	4358347.0	39	16.57	0.576404	cadA,dtpC	genic
4509	stpA native 1,stpA native 2	stpA	3133763.0	3134397.0	3133889.0	40	16.47	0.592386	yghQ,yghR-yghS	genic
4510	stpA native 1,stpA native 2	stpA	651991.0	652437.0	652292.0	41	16.34	0.587496	citA-citB,citB	genic
4511	stpA native 1,stpA native 2	stpA	3667409.0	3668362.0	3667540.0	42	16.22	0.583304	gadX,gadX-gadA	genic
4512	stpA native 1,stpA native 2	stpA	2382496.0	2384034.0	2383687.0	43	16.1	0.579113	elaD,yfbK	genic
4513	stpA native 1,stpA native 2	stpA	3418545.0	3418988.0	3418857.0	44	16.04	0.576842	yhdV,yhdW-yhdX-yhdY-yhdZ	intergenic
4514	stpA native 1,stpA native 2	stpA	237141.0	238111.0	237560.0	45	16.0	0.556537	yafT,ykfM	genic
4515	stpA native 1,stpA native 2	stpA	41734.0	42112.0	41850.0	46	15.93	0.554084	caiC-caiB,caiE-caiD-caiC-caiB-caiA-caiT	genic
4516	stpA native 1,stpA native 2	stpA	537339.0	537976.0	537719.0	47	15.91	0.553593	allB,gcl-hyi-glxR-ybbW-allB-ybbY-glxK	genic
4517	stpA native 1,stpA native 2	stpA	3793416.0	3793803.0	3793535.0	48	15.76	0.548197	tdh-kbl,yibB	genic
4518	stpA native 1,stpA native 2	stpA	1754381.0	1755105.0	1754958.0	49	15.67	0.563395	ydhT-ydhU-ydhX-ydhW-ydhV-ydhY,ydhZ	genic
4519	stpA native 1,stpA native 2	stpA	3205588.0	3206026.0	3205848.0	50	15.63	0.562173	plsY,ttdR	genic
4520	stpA native 1,stpA native 2	stpA	2365517.0	2366035.0	2365717.0	51	15.62	0.561649	ais,arnB-arnC-arnA-arnD-arnT-arnF-arnE	intergenic
4521	stpA native 1,stpA native 2	stpA	4086694.0	4087164.0	4086909.0	52	15.43	0.555012	fdhD,yiiG	intergenic
4522	stpA native 1,stpA native 2	stpA	2204189.0	2204760.0	2204423.0	53	15.41	0.554139	yehK,yehL-yehM-yehP-yehQ	intergenic
4523	stpA native 1,stpA native 2	stpA	1212728.0	1213055.0	1212854.0	54	15.22	0.529556	ycgX,ymgL	genic
4524	stpA native 1,stpA native 2	stpA	2900456.0	2900928.0	2900642.0	55	15.17	0.527839	queE,yqcE-ygcE	genic
4525	stpA native 1,stpA native 2	stpA	2798175.0	2798844.0	2798607.0	56	15.15	0.527103	alaE,stpA	intergenic
4526	stpA native 1,stpA native 2	stpA	1589466.0	1590157.0	1589844.0	57	15.11	0.525632	ydeQ,ydeR-ydeS-ydeT	genic
4527	stpA native 1,stpA native 2	stpA	3633639.0	3633965.0	3633790.0	58	15.09	0.524896	yhiJ,yhiL	genic
4528	stpA native 1,stpA native 2	stpA	2258796.0	2259347.0	2259034.0	59	14.84	0.533531	psuG-psuK,psuT	genic
4529	stpA native 1,stpA native 2	stpA	318142.0	318568.0	318406.0	60	14.83	0.516066	rclC-rclB,ykgA	genic
4530	stpA native 1,stpA native 2	stpA	2758756.0	2759264.0	2759087.0	61	14.72	0.512141	yfjI,yfjJ	genic
4531	stpA native 1,stpA native 2	stpA	1314571.0	1315216.0	1314824.0	62	14.64	0.526546	ompW,yciE	genic
